file,ground_truth,removed_line
1022_missing_MOSFET.net,MOSFET,M0 (IIN1 VB1 net6 IIN1) nmos4
1023_missing_BJT.net,BJT,Q0 (VSS IIN1 IB1 0) pnp
1024_missing_MOSFET.net,MOSFET,M4 (net15 net15 VDD VDD) pmos4
1025_missing_MOSFET.net,MOSFET,M12 (net34 net34 VSS VSS) nmos4
1026_missing_MOSFET.net,MOSFET,M7 (net15 net30 VSS VSS) nmos4
1027_missing_MOSFET.net,MOSFET,M8 (IB1 IB1 VSS VSS) nmos4
1028_missing_MOSFET.net,MOSFET,M8 (VOUT1 VB2 VSS VSS) nmos4
1029_missing_MOSFET.net,MOSFET,M2 (net16 VCM1 VDD VDD) pmos4
1030_missing_MOSFET.net,MOSFET,M8 (VOUT1 net20 VSS VSS) nmos4
1031_missing_Capacitor.net,Capacitor,C0 (VOUT1 VSS) capacitor
1032_missing_MOSFET.net,MOSFET,M1 (net12 net31 VDD VDD) pmos4
1033_missing_MOSFET.net,MOSFET,M5 (VOUT1 VIN2 net10 VSS) nmos4
1034_missing_MOSFET.net,MOSFET,M7 (IB1 IB1 VSS VSS) nmos4
1035_missing_MOSFET.net,MOSFET,M0 (net55 net55 VDD VDD) pmos4
1036_missing_MOSFET.net,MOSFET,M5 (VOUT1 VCLK1 net25 VSS) nmos4
1037_missing_MOSFET.net,MOSFET,M2 (VOUT1 VOUT2 VDD VDD) pmos4
1038_missing_MOSFET.net,MOSFET,M0 (net16 VLATCH2 VDD VDD) pmos4
1039_missing_MOSFET.net,MOSFET,M4 (LOGICQ2 VCLK2 net5 VSS) nmos4
104_missing_MOSFET.net,MOSFET,M0 (IOUT1 net2 VSS VSS) nmos4
1040_missing_MOSFET.net,MOSFET,M4 (VOUT2 VCLK2 VOUT1 VSS) nmos4
1041_missing_MOSFET.net,MOSFET,M23 (VOUT1 net39 VSS VSS) nmos4
1042_missing_Diode.net,Diode,D0 (IB1 VIN1) diode
1043_missing_Resistor.net,Resistor,R0 (VDD VOUT2) resistor
1044_missing_MOSFET.net,MOSFET,M0 (VCLK4 net7 VCLK1 VSS) nmos4
1044_full_missing_MOSFET.net,MOSFET,M1 (VCLK3 VCONT1 VCLK1 VSS) nmos4
1045_missing_MOSFET.net,MOSFET,M18 (net26 net51 VSS VSS) nmos4
1046_missing_MOSFET.net,MOSFET,M6 (VOUT1 net22 VSS VSS) nmos4
1047_missing_MOSFET.net,MOSFET,M4 (VOUT2 VOUT1 VSS VSS) nmos4
1048_missing_MOSFET.net,MOSFET,M6 (net20 net20 VSS VSS) nmos4
1049_missing_MOSFET.net,MOSFET,M4 (net57 net57 VDD VDD) pmos4
1050_missing_MOSFET.net,MOSFET,M4 (net19 net13 VSS VSS) nmos4
1051_missing_MOSFET.net,MOSFET,M8 (net18 VCLK3 VDD VDD) pmos4
1052_missing_MOSFET.net,MOSFET,M17 (net90 net83 net87 VSS) nmos4
1052_full_missing_MOSFET.net,MOSFET,M26 (net112 net106 VDD VDD) pmos4
1053_missing_MOSFET.net,MOSFET,M10 (net17 VIN2 net22 net22) nmos4
1054_missing_MOSFET.net,MOSFET,M18 (VIN4 VCLK1 net45 VSS) nmos4
1055_missing_MOSFET.net,MOSFET,M4 (VOUT2 VOUT1 VSS VSS) nmos4
1056_missing_MOSFET.net,MOSFET,M2 (VDD VLATCH1 net9 VSS) nmos4
1057_missing_MOSFET.net,MOSFET,M2 (net23 VCLK3 VSS VSS) nmos4
1058_missing_MOSFET.net,MOSFET,M11 (net17 VCLK1 VSS VSS) nmos4
1059_missing_MOSFET.net,MOSFET,M40 (net041 net49 net034 VSS) nmos4
106_missing_MOSFET.net,MOSFET,M2 (net07 net07 VSS VSS) nmos4
1060_missing_BJT.net,BJT,Q14 (net11 VIN1 net14 0) npn
1061_missing_MOSFET.net,MOSFET,M6 (net016 VIN1 net018 VDD) pmos4
1061_full_missing_MOSFET.net,MOSFET,M3 (net018 VIN1 net1 VDD) pmos4
1062_missing_MOSFET.net,MOSFET,M13 (VOUT1 VOUT2 net56 VDD) pmos4
1063_missing_MOSFET.net,MOSFET,M16 (net13 VCLK2 net49 VSS) nmos4
1064_missing_MOSFET.net,MOSFET,M8 (net25 net20 VDD VDD) pmos4
1064_full_missing_MOSFET.net,MOSFET,M0 (IB1 IB1 VDD VDD) pmos4
1065_missing_MOSFET.net,MOSFET,M0 (VOUT1 VCLK1 VDD VB2) pmos4
1066_missing_MOSFET.net,MOSFET,M4 (net41 IB1 IIN1 VSS) nmos4
1066_full_missing_MOSFET.net,MOSFET,M0 (net41 net45 VDD VDD) pmos4
1067_missing_MOSFET.net,MOSFET,M31 (net61 VCLK7 VSS VSS) nmos4
1067_full_missing_MOSFET.net,MOSFET,M9 (net68 net43 VSS VSS) nmos4
1068_missing_CurrentSource.net,CurrentSource,I3 (VCLK4 net47 VDD VSS) INVERTER
1068_full_missing_MOSFET.net,MOSFET,M1 (VOUT1 VCLK2 net52 VSS) nmos4
1069_missing_CurrentSource.net,CurrentSource,I0 (net19 net29 VDD VSS) INVERTER
1069_full_missing_MOSFET.net,MOSFET,M9 (net13 VCLK4 net19 VDD) pmos4
1070_missing_MOSFET.net,MOSFET,M4 (VOUT1 VOUT2 VDD VDD) pmos4
1071_missing_MOSFET.net,MOSFET,M1 (net30 VIN1 net10 VDD) pmos4
1072_missing_MOSFET.net,MOSFET,M1 (VOUT1 net10 VOUT3 VDD) pmos4
1073_missing_MOSFET.net,MOSFET,M3 (net43 net15 VDD VDD) pmos4
1074_missing_Capacitor.net,Capacitor,C1 (net95 VCLK2) capacitor
1075_missing_MOSFET.net,MOSFET,M5 (net55 VCLK1 VSS VSS) nmos4
1076_missing_MOSFET.net,MOSFET,M8 (net22 net12 net14 VDD) pmos4
1077_missing_MOSFET.net,MOSFET,M10 (net120 VIN1 net125 VSS) nmos4
1078_missing_MOSFET.net,MOSFET,M18 (VOUT1 net14 VSS VSS) nmos4
1079_missing_MOSFET.net,MOSFET,M0 (net9 VCLK1 VDD VDD) pmos4
108_missing_MOSFET.net,MOSFET,M3 (net20 net03 VSS VSS) nmos4
1080_missing_MOSFET.net,MOSFET,M24 (net175 net165 VSS VSS) nmos4
1081_missing_Capacitor.net,Capacitor,C0 (net6 net12) capacitor
1082_missing_Resistor.net,Resistor,R1 (VDD VOUT2) resistor
1083_missing_MOSFET.net,MOSFET,M0 (net30 VB1 VIN1 VSS) nmos4
1084_missing_MOSFET.net,MOSFET,M0 (net20 VB1 VIN1 VSS) nmos4
1085_missing_Inductor.net,Inductor,L1 (VIN1 net33) inductor
1086_missing_MOSFET.net,MOSFET,M3 (VOUT1 VDD net16 VSS) nmos4
1087_missing_Resistor.net,Resistor,R1 (VDD VOUT1) resistor
1088_missing_Resistor.net,Resistor,R0 (net7 VIN1) resistor
1089_missing_MOSFET.net,MOSFET,M4 (VOUT1 net17 net18 VDD) pmos4
1090_missing_Inductor.net,Inductor,L0 (VDD net22) inductor
1091_missing_Capacitor.net,Capacitor,C0 (VOUT1 VSS) capacitor
1092_missing_MOSFET.net,MOSFET,M0 (VOUT1 VLO1 net17 VSS) nmos4
1093_missing_MOSFET.net,MOSFET,M3 (net7 VRF2 VSS VSS) nmos4
1094_missing_Resistor.net,Resistor,R3 (net22 VB4) resistor
1095_missing_BJT.net,BJT,Q4 (net10 IB1 VSS 0) npn
1096_missing_Resistor.net,Resistor,R2 (net39 net61) resistor
1097_missing_MOSFET.net,MOSFET,M5 (VOUT2 VCLK2 net24 VDD) pmos4
1098_missing_MOSFET.net,MOSFET,M3 (VOUT1 VLO1 net19 VSS) nmos4
1099_missing_BJT.net,BJT,Q1 (net17 net15 VSS 0) npn
110_missing_MOSFET.net,MOSFET,M3 (net35 net03 VSS VSS) nmos4
1100_missing_Inductor.net,Inductor,L3 (net16 VDD) inductor
1101_missing_Inductor.net,Inductor,L1 (VSS net15) inductor
1102_missing_MOSFET.net,MOSFET,M3 (net15 VIN1 VSS VSS) nmos4
1103_missing_MOSFET.net,MOSFET,M3 (VDD net12 net23 VSS) nmos4
1104_missing_Inductor.net,Inductor,L0 (VDD net1) inductor
1105_missing_Inductor.net,Inductor,L1 (net6 VB1) inductor
1106_missing_Resistor.net,Resistor,R0 (VB2 net14) resistor
1107_missing_Capacitor.net,Capacitor,C5 (net21 VSS) capacitor
1108_missing_Resistor.net,Resistor,R3 (net11 VB3) resistor
1109_missing_MOSFET.net,MOSFET,M5 (net19 net22 VDD VDD) pmos4
1110_missing_MOSFET.net,MOSFET,M3 (net21 net11 net16 VSS) nmos4
1111_missing_MOSFET.net,MOSFET,M3 (VOUT2 VOUT1 net44 VDD) pmos4
1112_missing_MOSFET.net,MOSFET,M3 (VOUT1 net28 VDD VDD) pmos4
1113_missing_MOSFET.net,MOSFET,M5 (net4 net7 VSS VSS) nmos4
1114_missing_BJT.net,BJT,Q1 (net15 VB1 net19 0) npn
1115_missing_Capacitor.net,Capacitor,C0 (net14 net15) capacitor
1116_missing_Capacitor.net,Capacitor,C0 (net16 net6) capacitor
1117_missing_Resistor.net,Resistor,R0 (VSS net33) resistor
1118_missing_Inductor.net,Inductor,L0 (VOUT2 VDD) inductor
1119_missing_BJT.net,BJT,Q13 (VSS net39 net14 0) pnp
112_missing_MOSFET.net,MOSFET,M0 (net07 net07 VSS VSS) nmos4
1120_missing_MOSFET.net,MOSFET,M9 (net7 net20 VSS VSS) nmos4
1121_missing_MOSFET.net,MOSFET,M5 (VOUT4 VCONT1 VOUT2 VSS) nmos4
1122_missing_Capacitor.net,Capacitor,C5 (net14 VSS) capacitor
1123_missing_MOSFET.net,MOSFET,M3 (VOUT2 VOUT4 IB1 VSS) nmos4
1124_missing_MOSFET.net,MOSFET,M1 (VOUT2 VOUT1 net13 net52) nmos4
1125_missing_Capacitor.net,Capacitor,C2 (net13 VSS) capacitor
1126_missing_MOSFET.net,MOSFET,M9 (net27 net46 net27 VDD) pmos4
1127_missing_BJT.net,BJT,Q11 (VDD net34 VOUT3 0) npn
1128_missing_MOSFET.net,MOSFET,M2 (VOUT2 VOUT1 net18 net18) pmos4
1129_missing_Capacitor.net,Capacitor,C1 (VDD net10) capacitor
1130_missing_Capacitor.net,Capacitor,C1 (VB1 VOUT2) capacitor
1131_missing_Resistor.net,Resistor,R0 (VB1 net5) resistor
1132_missing_MOSFET.net,MOSFET,M3 (VOUT3 VOUT2 net24 VSS) nmos4
1133_missing_MOSFET.net,MOSFET,M0 (net44 VOUT4 net32 VSS) nmos4
1134_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1135_missing_Capacitor.net,Capacitor,C1 (VSS net16) capacitor
1136_missing_Capacitor.net,Capacitor,C0 (net18 net5) capacitor
1137_missing_MOSFET.net,MOSFET,M3 (net26 net24 VSS VSS) nmos4
1138_missing_Capacitor.net,Capacitor,C0 (net18 net8) capacitor
1139_missing_Inductor.net,Inductor,L0 (VDD net42) inductor
114_missing_Resistor.net,Resistor,R0 (net09 net07) resistor
1140_missing_MOSFET.net,MOSFET,M6 (net14 net11 VDD VDD) pmos4
1141_missing_BJT.net,BJT,Q0 (net14 net11 net3 0) npn
1142_missing_Resistor.net,Resistor,R1 (net11 VSS) resistor
1143_missing_Resistor.net,Resistor,R1 (net30 VSS) resistor
1144_missing_Inductor.net,Inductor,L0 (net12 VDD) inductor
1145_missing_MOSFET.net,MOSFET,M0 (net56 net54 VDD VDD) pmos4
1146_missing_MOSFET.net,MOSFET,M2 (VOUT1 VOUT2 net32 VDD) pmos4
1147_missing_MOSFET.net,MOSFET,M0 (net16 net17 net23 VSS) nmos4
1148_missing_MOSFET.net,MOSFET,M0 (VOUT1 VOUT2 net17 VSS) nmos4
1149_missing_Capacitor.net,Capacitor,C5 (VB1 net12) capacitor
1150_missing_MOSFET.net,MOSFET,M5 (net22 net10 VSS VSS) nmos4
1151_missing_BJT.net,BJT,Q1 (VDD net8 net10 0) npn
1152_missing_Resistor.net,Resistor,R8 (net77 net94) resistor
1153_missing_Inductor.net,Inductor,L2 (net31 net37) inductor
1154_missing_MOSFET.net,MOSFET,M28 (net83 VCONT4 VOUT2 VSS) nmos4
1155_missing_MOSFET.net,MOSFET,M4 (net9 net25 IB1 VDD) pmos4
1156_missing_Inductor.net,Inductor,L0 (net10 net11) inductor
1157_missing_Inductor.net,Inductor,L0 (VSS net7) inductor
1158_missing_Capacitor.net,Capacitor,C1 (net14 VOUT2) capacitor
1159_missing_Capacitor.net,Capacitor,C4 (net12 net8) capacitor
116_missing_MOSFET.net,MOSFET,M2 (net1 IOUT1 VSS VSS) nmos4
1160_missing_MOSFET.net,MOSFET,M7 (net35 net23 VSS net39) nmos4
1161_missing_Capacitor.net,Capacitor,C0 (net7 net8) capacitor
1162_missing_Capacitor.net,Capacitor,C3 (net12 net14) capacitor
1163_missing_MOSFET.net,MOSFET,M0 (net16 net8 VDD VDD) pmos4
1164_missing_MOSFET.net,MOSFET,M5 (VOUT2 VOUT1 net16 VSS) nmos4
1165_missing_MOSFET.net,MOSFET,M0 (VOUT1 VOUT2 net9 VSS) nmos4
1166_missing_Capacitor.net,Capacitor,C0 (VCONT1 net12) capacitor
1167_missing_Resistor.net,Resistor,R3 (net31 VSS) resistor
1168_missing_Capacitor.net,Capacitor,C7 (net20 VSS) capacitor
1169_missing_Capacitor.net,Capacitor,C4 (net77 net73) capacitor
1170_missing_Capacitor.net,Capacitor,C0 (VOUT2 VOUT1) capacitor
1171_missing_MOSFET.net,MOSFET,M7 (VDD net10 net22 VSS) nmos4
1172_missing_MOSFET.net,MOSFET,M10 (net10 net28 VSS VSS) nmos4
1173_missing_Inductor.net,Inductor,L0 (VB2 net8) inductor
1174_missing_MOSFET.net,MOSFET,M0 (net14 net22 net13 VSS) nmos4
1175_missing_Capacitor.net,Capacitor,C1 (VCONT1 VOUT1) capacitor
1177_missing_Inductor.net,Inductor,L1 (IB1 VOUT2) inductor
1178_missing_MOSFET.net,MOSFET,M1 (VOUT2 VOUT1 VSS VSS) nmos4
1179_missing_MOSFET.net,MOSFET,M4 (VSS VB1 net26 VDD) pmos4
1180_missing_MOSFET.net,MOSFET,M1 (net16 net19 VSS VSS) nmos4
1181_missing_MOSFET.net,MOSFET,M2 (net4 net11 VSS VB1) nmos4
1182_missing_Inductor.net,Inductor,L1 (net24 net45) inductor
1183_missing_Resistor.net,Resistor,R0 (VB1 net13) resistor
1184_missing_Inductor.net,Inductor,L2 (VB1 net9) inductor
1185_missing_Inductor.net,Inductor,L6 (net19 net15) inductor
1186_missing_BJT.net,BJT,Q3 (VOUT2 VB2 net26 0) npn
1187_missing_Resistor.net,Resistor,R1 (net18 VSS) resistor
1188_missing_Resistor.net,Resistor,R0 (net9 VSS) resistor
1189_missing_Inductor.net,Inductor,L2 (net47 net42) inductor
1190_missing_MOSFET.net,MOSFET,M0 (net8 net13 net23 VDD) pmos4
1191_missing_MOSFET.net,MOSFET,M1 (net33 VCONT2 VIN1 VIN1) pmos4
1192_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1193_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
1194_missing_MOSFET.net,MOSFET,MM12 (net12 VB1 net37 VDD) pmos4
1195_missing_MOSFET.net,MOSFET,M14 (net27 VB4 VSS VSS) nmos4
1196_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
1197_missing_MOSFET.net,MOSFET,M4 (net20 VCONT5 VOUT1 VOUT1) pmos4
1198_missing_MOSFET.net,MOSFET,MM4 (net15 net014 VSS VSS) nmos4
1199_missing_MOSFET.net,MOSFET,MM6 (net35 net12 VDD VDD) pmos4
120_missing_MOSFET.net,MOSFET,M4 (VOUT1 net018 VDD VDD) pmos4
1200_missing_MOSFET.net,MOSFET,MM7 (net11 net35 net14 net27) pmos4
1201_missing_Resistor.net,Resistor,R0 (VOUT1 net35) resistor
1202_missing_MOSFET.net,MOSFET,MM0 (net012 net1003 net32 VSS) nmos4
1203_missing_MOSFET.net,MOSFET,M13 (net18 net27 VSS VSS) nmos4
1204_missing_MOSFET.net,MOSFET,MM0 (net12 VB3 VSS VSS) nmos4
1205_missing_MOSFET.net,MOSFET,MM5 (net14 VB2 VDD VDD) pmos4
1206_missing_Capacitor.net,Capacitor,C0 (net33 net15) capacitor
1207_missing_MOSFET.net,MOSFET,MM0 (VB3 VB3 VSS VSS) nmos4
1208_missing_MOSFET.net,MOSFET,MM13 (net9 net1003 VSS VSS) nmos4
1209_missing_MOSFET.net,MOSFET,M15 (net18 net18 net014 net014) pmos4
1210_missing_MOSFET.net,MOSFET,MM2 (net26 VB1 VDD VDD) pmos4
1211_missing_MOSFET.net,MOSFET,M13 (net18 net27 VSS VSS) nmos4
1212_missing_MOSFET.net,MOSFET,MM8 (net12 net1003 net27 VSS) nmos4
1213_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
1214_missing_MOSFET.net,MOSFET,M15 (net18 net18 net014 net014) pmos4
1215_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1216_missing_MOSFET.net,MOSFET,M14 (net27 VB4 VSS VSS) nmos4
1217_missing_MOSFET.net,MOSFET,MM15 (net1003 net1003 net1001 VSS) nmos4
1218_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
1219_missing_MOSFET.net,MOSFET,MM10 (net27 net12 VSS VSS) nmos4
1220_missing_MOSFET.net,MOSFET,MM5 (net38 VB3 net32 VDD) pmos4
1221_missing_MOSFET.net,MOSFET,MM15 (net1003 net1003 net9 VSS) nmos4
1222_missing_MOSFET.net,MOSFET,MM3 (net32 VREF1 net10 VSS) nmos4
1223_missing_MOSFET.net,MOSFET,M11 (net27 net38 net014 net014) pmos4
1224_missing_MOSFET.net,MOSFET,M16 (net33 net18 net014 net014) pmos4
1225_missing_Capacitor.net,Capacitor,C0 (net33 net15) capacitor
1226_missing_MOSFET.net,MOSFET,MM7 (net38 net1003 net21 VSS) nmos4
1227_missing_MOSFET.net,MOSFET,MM1 (VB3 net1006 VDD VDD) pmos4
1228_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1229_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
123_missing_Capacitor.net,Capacitor,C0 (net13 VIN1) capacitor
1230_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1231_missing_Resistor.net,Resistor,R0 (VOUT1 net35) resistor
1232_missing_MOSFET.net,MOSFET,MM5 (net38 VB2 net24 VDD) pmos4
1233_missing_MOSFET.net,MOSFET,M12 (net27 net27 VSS VSS) nmos4
1234_missing_MOSFET.net,MOSFET,MM6 (net014 net1006 VDD VDD) pmos4
1235_missing_MOSFET.net,MOSFET,MM1 (net24 net16 VDD VDD) pmos4
1236_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
1237_missing_MOSFET.net,MOSFET,MM0 (net010 VB4 VSS VSS) nmos4
1238_missing_MOSFET.net,MOSFET,M11 (net27 net38 net014 net014) pmos4
1239_missing_Capacitor.net,Capacitor,C0 (net33 net15) capacitor
1240_missing_MOSFET.net,MOSFET,MM9 (net28 VB2 VSS VSS) nmos4
1241_missing_MOSFET.net,MOSFET,MM0 (VB4 VB4 VSS VSS) nmos4
1242_missing_MOSFET.net,MOSFET,M4 (net20 VCONT5 VOUT1 VOUT1) pmos4
1243_missing_MOSFET.net,MOSFET,MM1 (VB4 net1006 VDD VDD) pmos4
1244_missing_MOSFET.net,MOSFET,M14 (net27 VB6 VSS VSS) nmos4
1245_missing_MOSFET.net,MOSFET,M15 (net18 net18 net014 net014) pmos4
1246_missing_Diode.net,Diode,D0 (net36 net15) diode
1247_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
1248_missing_Resistor.net,Resistor,R0 (VOUT1 net35) resistor
1249_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
125_missing_Capacitor.net,Capacitor,C0 (net20 VIN1) capacitor
1250_missing_MOSFET.net,MOSFET,MM1 (VB1 net1006 VDD VDD) pmos4
1251_missing_Diode.net,Diode,D0 (net36 net15) diode
1252_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
1253_missing_MOSFET.net,MOSFET,MM2 (net11 net11 VDD VDD) pmos4
1254_missing_MOSFET.net,MOSFET,MM3 (net20 VREF1 net16 VSS) nmos4
1255_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
1256_missing_MOSFET.net,MOSFET,M2 (net15 VCONT3 VIN1 VIN1) pmos4
1257_missing_MOSFET.net,MOSFET,MM1 (net1005 VB1 VDD VDD) pmos4
1258_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1259_missing_MOSFET.net,MOSFET,M14 (net27 VB3 VSS VSS) nmos4
1260_missing_MOSFET.net,MOSFET,MM1 (net1007 VB2 VDD VDD) pmos4
1261_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
1262_missing_MOSFET.net,MOSFET,MM0 (VB1 VB1 VDD VDD) pmos4
1263_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1264_missing_MOSFET.net,MOSFET,M1 (net33 VCONT2 VIN1 VIN1) pmos4
1265_missing_MOSFET.net,MOSFET,M4 (net20 VCONT5 VOUT1 VOUT1) pmos4
1266_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1267_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1268_missing_MOSFET.net,MOSFET,M15 (net18 net18 net014 net014) pmos4
1269_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
127_missing_Resistor.net,Resistor,R0 (VDD net5) resistor
1270_missing_MOSFET.net,MOSFET,MM3 (net20 VREF1 net16 VSS) nmos4
1271_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
1272_missing_MOSFET.net,MOSFET,MM11 (net023 net024 net1007 VSS) nmos4
1273_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1274_missing_Capacitor.net,Capacitor,C1 (VOUT1 net36) capacitor
1275_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1276_missing_Capacitor.net,Capacitor,C0 (net33 net15) capacitor
1277_missing_MOSFET.net,MOSFET,M0 (net014 VCONT1 VIN1 VIN1) pmos4
1278_missing_MOSFET.net,MOSFET,MM0 (VB1 net1005 VSS VSS) nmos4
1279_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1280_missing_MOSFET.net,MOSFET,MM2 (net11 net11 VDD VDD) pmos4
1281_missing_Diode.net,Diode,D0 (net36 net15) diode
1282_missing_MOSFET.net,MOSFET,MM0 (VB1 net1005 VSS VSS) nmos4
1283_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
1284_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
1285_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1286_missing_MOSFET.net,MOSFET,MM1 (net1005 net1005 VSS VSS) nmos4
1287_missing_MOSFET.net,MOSFET,MM2 (net1005 VB1 VDD VDD) pmos4
1288_missing_MOSFET.net,MOSFET,M1 (net33 VCONT2 VIN1 VIN1) pmos4
1289_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
129_missing_MOSFET.net,MOSFET,M3 (IB1 IB1 VSS VSS) nmos4
1290_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1291_missing_MOSFET.net,MOSFET,M0 (net014 VCONT1 VIN1 VIN1) pmos4
1292_missing_MOSFET.net,MOSFET,MM7 (net38 net9 VSS VSS) nmos4
1293_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1294_missing_MOSFET.net,MOSFET,MM2 (net1007 net9 VDD VDD) pmos4
1295_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1296_missing_Inductor.net,Inductor,L0 (net33 net20) inductor
1297_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1298_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
1299_missing_MOSFET.net,MOSFET,MM7 (net9 net35 net13 net22) pmos4
1300_missing_MOSFET.net,MOSFET,M4 (net20 VCONT5 VOUT1 VOUT1) pmos4
1301_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
1302_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
1303_missing_MOSFET.net,MOSFET,M13 (net18 net27 VSS VSS) nmos4
1304_missing_MOSFET.net,MOSFET,MM8 (net15 net15 VSS VSS) nmos4
1305_missing_MOSFET.net,MOSFET,MM0 (neta neta VDD VDD) pmos4
1306_missing_Resistor.net,Resistor,R1 (net35 VSS) resistor
1307_missing_MOSFET.net,MOSFET,M3 (net20 VCONT4 VSS VSS) nmos4
1308_missing_MOSFET.net,MOSFET,MM1 (net1007 VB2 VDD VDD) pmos4
1309_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1310_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1311_missing_MOSFET.net,MOSFET,M12 (net27 net27 VSS VSS) nmos4
1312_missing_Capacitor.net,Capacitor,C2 (VOUT1 VSS) capacitor
